field,person_id,college_id,graduation_year,degree,degree_id
Chemical Engineering 化工,88600068,NA,NA,NA,88618224
Civil Engineering 土木,88603365,NA,NA,NA,88621325
Mechanical Engineering 機械,88605983,NA,NA,NA,88623739
Architecture 建築,88605871,NA,NA,NA,88623630
Mechanical Engineering 機械,88604264,NA,NA,NA,88622168
Civil Engineering 土木,88605823,NA,NA,NA,88623583
Mechanical Engineering 機械,88603355,NA,NA,NA,88621315
Hydraulic Engineering,88600073,NA,NA,NA,88618229
Mechanical Engineering 機械,88604643,NA,NA,NA,88622509
Mechanical Engineering 機械,88603366,NA,NA,NA,88621326
Civil Engineering 土木,88605864,NA,NA,NA,88623624
Civil Engineering 土木,88604810,NA,NA,NA,88622658
Architecture 建築,88601309,NA,NA,NA,88619375
Civil Engineering 土木,88610967,NA,NA,NA,88628402
Electrical Engineering 電機,88605880,NA,NA,NA,88623639
Mechanical Engineering 機械,88605979,NA,NA,NA,88623736
Mechanical Engineering 機械,88605962,NA,NA,NA,88623720
Mechanical Engineering 機械,88606007,NA,NA,NA,88623763
Chemical Engineering 化工,88603376,NA,NA,NA,88621333
Civil Engineering 土木,88604268,NA,NA,NA,88622172
Electrical Engineering 電機,88610971,NA,NA,NA,88628407
Mechanical Engineering 機械,88610968,NA,NA,NA,88628403
Chemical Engineering 化工,88610827,NA,NA,NA,88628264
Mechanical Engineering 機械,88606050,NA,NA,NA,88623801
Mining and Metallurgy,88605226,NA,NA,NA,88623053
Civil Engineering 土木,88603382,NA,NA,NA,88621339
Civil Engineering 土木,88600194,NA,NA,NA,88618342
Mechanical Engineering 機械,88603742,NA,NA,NA,88621681
Physics 物理,88603756,NA,NA,NA,88621695
Chemistry,88611308,NA,NA,NA,88628739
Chemistry,88603755,NA,NA,NA,88621694
Chemical Engineering 化工,88600771,NA,NA,NA,88618874
Civil Engineering 土木,88611300,NA,NA,NA,88628729
Chemical Engineering 化工,88602759,NA,NA,NA,88620747
Electrical Engineering 電機,88611302,NA,NA,NA,88628731
Architecture 建築,88603763,NA,NA,NA,88621700
Chemical Engineering 化工,88600195,NA,NA,NA,88618343
Civil Engineering 土木,88611299,NA,NA,NA,88628728
Architecture 建築,88611304,NA,NA,NA,88628733
Civil Engineering 土木,88611309,NA,NA,NA,88628740
Mechanical Engineering 機械,88604355,NA,NA,NA,88622253
Mechanical Engineering 機械,88600773,NA,NA,NA,88618875
Civil Engineering 土木,88607865,NA,NA,NA,88625526
Chemistry,88603771,NA,NA,NA,88621708
Chemical Engineering 化工,88603766,NA,NA,NA,88621703
Electrical Engineering 電機,88603767,NA,NA,NA,88621704
Electrical Engineering 電機,88603764,NA,NA,NA,88621701
Electrical Engineering 電機,88600198,NA,NA,NA,88618346
Hydraulic Engineering,88602353,NA,NA,NA,88620363
Civil Engineering 土木,88611311,NA,NA,NA,88628742
Civil Engineering 土木,88611315,NA,NA,NA,88628746
Civil Engineering 土木,88601202,NA,NA,NA,88619270
Chemistry,88601211,NA,NA,NA,88619280
Chemistry,88600441,NA,NA,NA,88618572
Hydraulic Engineering,88600439,NA,NA,NA,88618570
Military Engineering,88602237,NA,NA,NA,88620251
Civil Engineering 土木,88610893,NA,NA,NA,88628329
Textile Engineering 紡織,88605309,NA,NA,NA,88623133
Chemistry,88600047,NA,NA,NA,88618204
Military Engineering,88601220,NA,NA,NA,88619290
Architecture 建築,88605079,NA,NA,NA,88622913
Mining and Metallurgy,88602489,NA,NA,NA,88620489
Chemical Engineering 化工,88602487,NA,NA,NA,88620486
Electrical Engineering 電機,88601210,NA,NA,NA,88619278
Mechanical Engineering 機械,88601210,NA,NA,NA,88619279
Chemical Engineering 化工,88610899,NA,NA,NA,88628334
Mechanical Engineering 機械,88605533,NA,NA,NA,88623327
Mechanical Engineering 機械,88603297,NA,NA,NA,88621263
Chemistry,88604777,NA,NA,NA,88622628
Electrical Engineering 電機,88602645,NA,NA,NA,88620640
Civil Engineering 土木,88605078,NA,NA,NA,88622912
Chemistry,88605545,NA,NA,NA,88623339
Physics 物理,88601205,NA,NA,NA,88619272
Civil Engineering 土木,88601217,NA,NA,NA,88619286
Chemical Engineering 化工,88602854,NA,NA,NA,88620837
Mechanical Engineering 機械,88602012,NA,NA,NA,88620042
Chemical Engineering 化工,88600322,NA,NA,NA,88618459
Chemistry,88602014,NA,NA,NA,88620044
Chemical Engineering 化工,88602013,NA,NA,NA,88620043
Mechanical Engineering 機械,88602855,NA,NA,NA,88620838
Electrical Engineering 電機,88604199,NA,NA,NA,88622103
Civil Engineering 土木,88603249,NA,NA,NA,88621216
Electrical Engineering 電機,88604480,NA,NA,NA,88622362
Civil Engineering 土木,88611707,NA,NA,NA,88629097
Civil Engineering 土木,88604198,NA,NA,NA,88622102
Civil Engineering 土木,88610344,NA,NA,NA,88627816
Architecture 建築,88600191,NA,NA,NA,88618339
Civil Engineering 土木,88604575,NA,NA,NA,88622446
Textile Engineering 紡織,88602754,NA,NA,NA,88620743
Mining and Metallurgy,88603775,NA,NA,NA,88621712
Architecture 建築,88603774,NA,NA,NA,88621711
Architecture 建築,88611293,NA,NA,NA,88628723
Physics 物理,88603735,NA,NA,NA,88621676
Civil Engineering 土木,88604948,NA,NA,NA,88622783
Civil Engineering 土木,88603736,NA,NA,NA,88621677
Chemical Engineering 化工,88603478,NA,NA,NA,88621428
Civil Engineering 土木,88600100,NA,NA,NA,88618253
Agricultural Engineering,88611038,NA,NA,NA,88628477
Chemical Engineering 化工,88611036,NA,NA,NA,88628474
Civil Engineering 土木,88603477,NA,NA,NA,88621427
Electrical Engineering 電機,88606211,NA,NA,NA,88623951
Civil Engineering 土木,88602518,NA,NA,NA,88620516
Electrical Engineering 電機,88602958,NA,NA,NA,88620936
Civil Engineering 土木,88604283,NA,NA,NA,88622186
Electrical Engineering 電機,88604281,NA,NA,NA,88622184
Communications,88603685,NA,NA,NA,88621626
Chemistry,88602558,NA,NA,NA,88620557
Chemistry,88601524,NA,NA,NA,88619585
Mechanical Engineering 機械,88603680,NA,NA,NA,88621619
Chemical Engineering 化工,88611225,NA,NA,NA,88628664
Chemistry,88611226,NA,NA,NA,88628665
Military Engineering,88603682,NA,NA,NA,88621623
Mechanical Engineering 機械,88601528,NA,NA,NA,88619588
Mechanical Engineering 機械,88605259,NA,NA,NA,88623086
Mechanical Engineering 機械,88601243,NA,NA,NA,88619313
Chemical Engineering 化工,88611048,NA,NA,NA,88628486
Chemical Engineering 化工,88601357,NA,NA,NA,88619425
Chemistry,88604103,NA,NA,NA,88622020
Electrical Engineering 電機,88603799,NA,NA,NA,88621734
Electrical Engineering 電機,88603800,NA,NA,NA,88621735
Mechanical Engineering 機械,88611523,NA,NA,NA,88628923
Chemical Engineering 化工,88603492,NA,NA,NA,88621441
Civil Engineering 土木,88601227,NA,NA,NA,88619297
Electrical Engineering 電機,88611531,NA,NA,NA,88628930
Chemical Engineering 化工,88609397,NA,NA,NA,88626922
Civil Engineering 土木,88611535,NA,NA,NA,88628934
Mechanical Engineering 機械,88609374,NA,NA,NA,88626900
Chemical Engineering 化工,88611527,NA,NA,NA,88628927
Mechanical Engineering 機械,88602613,NA,NA,NA,88620612
Chemical Engineering 化工,88603194,NA,NA,NA,88621160
Mechanical Engineering 機械,88609378,NA,NA,NA,88626904
Mining and Metallurgy,88602615,NA,NA,NA,88620614
Mechanical Engineering 機械,88611242,NA,NA,NA,88628676
Architecture 建築,88607284,NA,NA,NA,88624976
Civil Engineering 土木,88600700,NA,NA,NA,88618810
Civil Engineering 土木,88607132,NA,NA,NA,88624835
Chemistry,88611230,NA,NA,NA,88628668
Mining and Metallurgy,88600664,NA,NA,NA,88618775
Mechanical Engineering 機械,88600733,NA,NA,NA,88618841
Electrical Engineering 電機,88600697,NA,NA,NA,88618807
Chemistry,88607153,NA,NA,NA,88624855
Chemical Engineering 化工,88600681,NA,NA,NA,88618792
Chemical Engineering 化工,88601552,NA,NA,NA,88619611
Civil Engineering 土木,88600656,NA,NA,NA,88618767
Mechanical Engineering 機械,88607259,NA,NA,NA,88624952
Agricultural Chemistry,88600689,NA,NA,NA,88618799
Mining and Metallurgy,88607398,NA,NA,NA,88625090
Civil Engineering 土木,88600699,NA,NA,NA,88618809
Civil Engineering 土木,88602150,NA,NA,NA,88620166
Chemical Engineering 化工,88607423,NA,NA,NA,88625112
Civil Engineering 土木,88601553,NA,NA,NA,88619612
Mechanical Engineering 機械,88607379,NA,NA,NA,88625071
Mechanical Engineering 機械,88600678,NA,NA,NA,88618788
Chemical Engineering 化工,88601541,NA,NA,NA,88619600
Civil Engineering 土木,88607133,NA,NA,NA,88624836
Chemistry,88600662,NA,NA,NA,88618773
Civil Engineering 土木,88607369,NA,NA,NA,88625061
Electrical Engineering 電機,88607528,NA,NA,NA,88625207
Mechanical Engineering 機械,88607545,NA,NA,NA,88625224
Civil Engineering 土木,88607530,NA,NA,NA,88625209
Civil Engineering 土木,88600657,NA,NA,NA,88618769
Civil Engineering 土木,88600720,NA,NA,NA,88618830
Chemistry,88602732,NA,NA,NA,88620724
Civil Engineering 土木,88607446,NA,NA,NA,88625134
Civil Engineering 土木,88607242,NA,NA,NA,88624934
Chemical Engineering 化工,88600712,NA,NA,NA,88618822
Civil Engineering 土木,88603691,NA,NA,NA,88621631
Civil Engineering 土木,88600722,NA,NA,NA,88618831
Mechanical Engineering 機械,88607214,NA,NA,NA,88624904
Textile Engineering 紡織,88600661,NA,NA,NA,88618772
Chemical Engineering 化工,88601542,NA,NA,NA,88619602
Chemical Engineering 化工,88600702,NA,NA,NA,88618812
Chemical Engineering 化工,88607128,NA,NA,NA,88624831
Mechanical Engineering 機械,88607374,NA,NA,NA,88625066
Mechanical Engineering 機械,88607375,NA,NA,NA,88625067
Chemical Engineering 化工,88600663,NA,NA,NA,88618774
Mechanical Engineering 機械,88600704,NA,NA,NA,88618814
Civil Engineering 土木,88600644,NA,NA,NA,88618756
Architecture 建築,88607481,NA,NA,NA,88625167
Mechanical Engineering 機械,88600645,NA,NA,NA,88618757
Civil Engineering 土木,88600679,NA,NA,NA,88618789
Chemical Engineering 化工,88607173,NA,NA,NA,88624872
Mechanical Engineering 機械,88607308,NA,NA,NA,88625002
Chemistry,88604678,NA,NA,NA,88622541
Civil Engineering 土木,88607407,NA,NA,NA,88625099
Civil Engineering 土木,88607306,NA,NA,NA,88625000
Civil Engineering 土木,88607238,NA,NA,NA,88624930
Mechanical Engineering 機械,88600658,NA,NA,NA,88618770
Mechanical Engineering 機械,88607154,NA,NA,NA,88624856
Civil Engineering 土木,88603687,NA,NA,NA,88621628
Architecture 建築,88607078,NA,NA,NA,88624782
Communications,88607178,NA,NA,NA,88624875
Architecture 建築,88611239,NA,NA,NA,88628674
Civil Engineering 土木,88607505,NA,NA,NA,88625187
Mechanical Engineering 機械,88607496,NA,NA,NA,88625180
Mining and Metallurgy,88607335,NA,NA,NA,88625026
Agricultural Engineering,88607218,NA,NA,NA,88624908
Civil Engineering 土木,88607218,NA,NA,NA,88624909
Civil Engineering 土木,88607562,NA,NA,NA,88625240
Civil Engineering 土木,88611234,NA,NA,NA,88628672
Civil Engineering 土木,88607342,NA,NA,NA,88625033
Chemistry,88607337,NA,NA,NA,88625028
Mechanical Engineering 機械,88607344,NA,NA,NA,88625036
Mechanical Engineering 機械,88604565,NA,NA,NA,88622437
Civil Engineering 土木,88604933,NA,NA,NA,88622768
Mechanical Engineering 機械,88607472,NA,NA,NA,88625160
Mechanical Engineering 機械,88607471,NA,NA,NA,88625159
Civil Engineering 土木,88607448,NA,NA,NA,88625136
Chemistry,88607462,NA,NA,NA,88625150
Electrical Engineering 電機,88610975,NA,NA,NA,88628410
Chemical Engineering 化工,88603385,NA,NA,NA,88621342
Civil Engineering 土木,88606075,NA,NA,NA,88623825
Mechanical Engineering 機械,88602674,NA,NA,NA,88620667
Chemical Engineering 化工,88601321,NA,NA,NA,88619387
Chemical Engineering 化工,88604528,NA,NA,NA,88622406
Civil Engineering 土木,88603394,NA,NA,NA,88621350
Electrical Engineering 電機,88606117,NA,NA,NA,88623865
Chemical Engineering 化工,88604272,NA,NA,NA,88622177
Electrical Engineering 電機,88601319,NA,NA,NA,88619385
Mechanical Engineering 機械,88600088,NA,NA,NA,88618244
Mechanical Engineering 機械,88600424,NA,NA,NA,88618557
Chemical Engineering 化工,88600085,NA,NA,NA,88618240
Mechanical Engineering 機械,88601324,NA,NA,NA,88619390
Chemical Engineering 化工,88605092,NA,NA,NA,88622925
Chemistry,88610979,NA,NA,NA,88628414
Mechanical Engineering 機械,88602926,NA,NA,NA,88620905
Chemical Engineering 化工,88604813,NA,NA,NA,88622661
Civil Engineering 土木,88605091,NA,NA,NA,88622924
Mechanical Engineering 機械,88602672,NA,NA,NA,88620665
Mechanical Engineering 機械,88601326,NA,NA,NA,88619392
Chemistry,88600090,NA,NA,NA,88618246
Electrical Engineering 電機,88606089,NA,NA,NA,88623838
Civil Engineering 土木,88605093,NA,NA,NA,88622926
Chemical Engineering 化工,88610983,NA,NA,NA,88628418
Mechanical Engineering 機械,88603396,NA,NA,NA,88621352
Electrical Engineering 電機,88610978,NA,NA,NA,88628413
Chemical Engineering 化工,88603391,NA,NA,NA,88621348
Chemistry,88603406,NA,NA,NA,88621360
Civil Engineering 土木,88606134,NA,NA,NA,88623881
Naval Engineering,88602931,NA,NA,NA,88620910
Chemical Engineering 化工,88605090,NA,NA,NA,88622923
Civil Engineering 土木,88606082,NA,NA,NA,88623832
Mechanical Engineering 機械,88603387,NA,NA,NA,88621344
Mechanical Engineering 機械,88606097,NA,NA,NA,88623846
Chemical Engineering 化工,88610977,NA,NA,NA,88628412
Mechanical Engineering 機械,88602671,NA,NA,NA,88620664
Mechanical Engineering 機械,88606096,NA,NA,NA,88623845
Chemical Engineering 化工,88602670,NA,NA,NA,88620663
Military Engineering,88602929,NA,NA,NA,88620908
Aviation,88610877,NA,NA,NA,88628313
Mechanical Engineering 機械,88610877,NA,NA,NA,88628314
Civil Engineering 土木,88600342,NA,NA,NA,88618478
Chemical Engineering 化工,88602129,NA,NA,NA,88620145
Mechanical Engineering 機械,88606098,NA,NA,NA,88623847
Chemical Engineering 化工,88606118,NA,NA,NA,88623866
Mechanical Engineering 機械,88606104,NA,NA,NA,88623852
Civil Engineering 土木,88602940,NA,NA,NA,88620919
Architecture 建築,88604615,NA,NA,NA,88622481
Civil Engineering 土木,88611567,NA,NA,NA,88628966
Agricultural Chemistry,88604081,NA,NA,NA,88621999
Mechanical Engineering 機械,88600997,NA,NA,NA,88619082
Electrical Engineering 電機,88611569,NA,NA,NA,88628968
Civil Engineering 土木,88600998,NA,NA,NA,88619083
Civil Engineering 土木,88611572,NA,NA,NA,88628971
Hydraulic Engineering,88604617,NA,NA,NA,88622483
Physics 物理,88600302,NA,NA,NA,88618441
Civil Engineering 土木,88605044,NA,NA,NA,88622880
Civil Engineering 土木,88600304,NA,NA,NA,88618443
Civil Engineering 土木,88611564,NA,NA,NA,88628963
Mining and Metallurgy,88600344,NA,NA,NA,88618480
Textile Engineering 紡織,88605326,NA,NA,NA,88623147
Chemical Engineering 化工,88603460,NA,NA,NA,88621411
Chemical Engineering 化工,88603459,NA,NA,NA,88621410
Mechanical Engineering 機械,88605230,NA,NA,NA,88623057
Civil Engineering 土木,88605231,NA,NA,NA,88623058
Hydraulic Engineering,88602510,NA,NA,NA,88620509
Chemical Engineering 化工,88611150,NA,NA,NA,88628587
Naval Engineering,88611278,NA,NA,NA,88628709
Chemical Engineering 化工,88603724,NA,NA,NA,88621667
Chemical Engineering 化工,88603463,NA,NA,NA,88621414
Architecture 建築,88601690,NA,NA,NA,88619741
Civil Engineering 土木,88605394,NA,NA,NA,88623206
Mechanical Engineering 機械,88603011,NA,NA,NA,88620986
Civil Engineering 土木,88611039,NA,NA,NA,88628478
Civil Engineering 土木,88601352,NA,NA,NA,88619420
Electrical Engineering 電機,88602522,NA,NA,NA,88620520
Hydraulic Engineering,88611468,NA,NA,NA,88628878
Electrical Engineering 電機,88611467,NA,NA,NA,88628877
Textile Engineering 紡織,88602812,NA,NA,NA,88620796
Civil Engineering 土木,88604606,NA,NA,NA,88622472
Mechanical Engineering 機械,88603344,NA,NA,NA,88621303
Mechanical Engineering 機械,88601700,NA,NA,NA,88619750
Mechanical Engineering 機械,88602405,NA,NA,NA,88620411
Civil Engineering 土木,88611418,NA,NA,NA,88628838
Chemical Engineering 化工,88603881,NA,NA,NA,88621816
Architecture 建築,88608314,NA,NA,NA,88625935
Electrical Engineering 電機,88602406,NA,NA,NA,88620412
Chemical Engineering 化工,88611417,NA,NA,NA,88628837
Chemical Engineering 化工,88603882,NA,NA,NA,88621817
Electrical Engineering 電機,88608315,NA,NA,NA,88625936
Chemical Engineering 化工,88603906,NA,NA,NA,88621841
Architecture 建築,88603904,NA,NA,NA,88621839
Mechanical Engineering 機械,88604400,NA,NA,NA,88622295
Architecture 建築,88600257,NA,NA,NA,88618402
Civil Engineering 土木,88611428,NA,NA,NA,88628846
Electrical Engineering 電機,88611430,NA,NA,NA,88628848
Chemical Engineering 化工,88603902,NA,NA,NA,88621837
Mechanical Engineering 機械,88605007,NA,NA,NA,88622842
Mechanical Engineering 機械,88600268,NA,NA,NA,88618412
Chemistry,88611435,NA,NA,NA,88628853
Mechanical Engineering 機械,88605008,NA,NA,NA,88622843
Civil Engineering 土木,88603147,NA,NA,NA,88621116
Civil Engineering 土木,88603900,NA,NA,NA,88621835
Chemistry,88608447,NA,NA,NA,88626054
Chemical Engineering 化工,88611433,NA,NA,NA,88628851
Hydraulic Engineering,88603149,NA,NA,NA,88621118
Chemistry,88600267,NA,NA,NA,88618411
Chemistry,88603908,NA,NA,NA,88621843
Chemical Engineering 化工,88600263,NA,NA,NA,88618407
Civil Engineering 土木,88611434,NA,NA,NA,88628852
Civil Engineering 土木,88603897,NA,NA,NA,88621833
Civil Engineering 土木,88604407,NA,NA,NA,88622301
Chemical Engineering 化工,88601721,NA,NA,NA,88619769
Chemistry,88602798,NA,NA,NA,88620784
Mechanical Engineering 機械,88608454,NA,NA,NA,88626061
Electrical Engineering 電機,88602604,NA,NA,NA,88620602
Chemical Engineering 化工,88603778,NA,NA,NA,88621714
Mechanical Engineering 機械,88603777,NA,NA,NA,88621713
Civil Engineering 土木,88603779,NA,NA,NA,88621715
Chemistry,88603780,NA,NA,NA,88621716
Chemical Engineering 化工,88600775,NA,NA,NA,88618877
Civil Engineering 土木,88600200,NA,NA,NA,88618348
Electrochemistry,88607953,NA,NA,NA,88625609
Mechanical Engineering 機械,88607939,NA,NA,NA,88625595
Chemical Engineering 化工,88606722,NA,NA,NA,88624443
Military Engineering,88603602,NA,NA,NA,88621543
Civil Engineering 土木,88611158,NA,NA,NA,88628595
Mechanical Engineering 機械,88606697,NA,NA,NA,88624421
Civil Engineering 土木,88600588,NA,NA,NA,88618707
Electrochemistry,88606729,NA,NA,NA,88624450
Chemistry,88606716,NA,NA,NA,88624437
Electrical Engineering 電機,88606698,NA,NA,NA,88624422
Civil Engineering 土木,88611155,NA,NA,NA,88628592
Mechanical Engineering 機械,88606705,NA,NA,NA,88624429
Civil Engineering 土木,88606728,NA,NA,NA,88624448
Civil Engineering 土木,88607580,NA,NA,NA,88625257
Civil Engineering 土木,88607587,NA,NA,NA,88625263
Civil Engineering 土木,88600740,NA,NA,NA,88618847
Civil Engineering 土木,88601588,NA,NA,NA,88619645
Chemical Engineering 化工,88603445,NA,NA,NA,88621397
Architecture 建築,88605102,NA,NA,NA,88622937
Mechanical Engineering 機械,88603454,NA,NA,NA,88621407
Mechanical Engineering 機械,88605103,NA,NA,NA,88622938
Civil Engineering 土木,88611010,NA,NA,NA,88628446
Chemical Engineering 化工,88600093,NA,NA,NA,88618249
Mechanical Engineering 機械,88603444,NA,NA,NA,88621396
Chemical Engineering 化工,88604818,NA,NA,NA,88622666
Civil Engineering 土木,88603450,NA,NA,NA,88621404
Architecture 建築,88603450,NA,NA,NA,88621403
Chemical Engineering 化工,88610914,NA,NA,NA,88628351
Chemical Engineering 化工,88610915,NA,NA,NA,88628352
Mechanical Engineering 機械,88610916,NA,NA,NA,88628353
Chemical Engineering 化工,88610912,NA,NA,NA,88628349
Mechanical Engineering 機械,88611040,NA,NA,NA,88628479
Architecture 建築,88604221,NA,NA,NA,88622125
Civil Engineering 土木,88610911,NA,NA,NA,88628348
Chemistry,88602490,NA,NA,NA,88620490
Mechanical Engineering 機械,88604519,NA,NA,NA,88622398
Chemical Engineering 化工,88603302,NA,NA,NA,88621268
Chemical Engineering 化工,88605222,NA,NA,NA,88623050
Mechanical Engineering 機械,88602348,NA,NA,NA,88620358
Civil Engineering 土木,88602348,NA,NA,NA,88620357
Electrical Engineering 電機,88602347,NA,NA,NA,88620356
Mechanical Engineering 機械,88605416,NA,NA,NA,88623229
Chemical Engineering 化工,88600176,NA,NA,NA,88618325
Electrical Engineering 電機,88602519,NA,NA,NA,88620517
Civil Engineering 土木,88603885,NA,NA,NA,88621820
Chemistry,88611438,NA,NA,NA,88628856
Civil Engineering 土木,88602439,NA,NA,NA,88620440
Chemical Engineering 化工,88611541,NA,NA,NA,88628939
Chemistry,88602436,NA,NA,NA,88620437
